GeneSymbol	NumberPerfect	NumberImperfect	RejectPerfect	RejectPerfectNotes	RejectImperfect	RejectImperfectNotes. In cases where F=/, this lists acceptable forms.
RPL22	8	4				
RPL23	6	8				
RPL23A	1	5				
RPL24	6	0				
RPL26	9	1				
RPL27	24	0				
RPL27A	8	0				
RPL28	1	1				
RPL29	5	0				
RPL3	16	18				
RPL30	15	0				
RPL31	3	0				
RPL32	25	42				
RPL34	6	1				
RPL35	1	0				
RPL35A	3	0				
RPL36	7	1				
RPL36A	1	0				
RPL37	9	3				
RPL37A	5	0				
RPL38	3	0				
RPL39	5	0				
RPL39L	2	0				
RPL3P4	1	0				
RPL4	96	7				
RPL41	1	0				
RPL4P4	1	0				
RPL5	26	8				
RPL6	2	1				
RPL7	10	3				
RPL7A	3	0				
RPL7AP6	1	0				
RPL7P1	1	0				
RPL7P23	1	0				
RPL8	4	24				
RPL9	4	0				
RPLP0	23	32				
RPLP1	12	0				
RPLP2	9	3				
RPN1	12	11				
RPN2	14	11				
RPP25	1	0				
RPP30	67	0				
RPPH1	5	0				
RPRD2	1	0				
RPS10	4	0				
RPS11	11	7				
RPS12	5	3				
RPS13	19	0				
RPS14	6	4				
RPS15	18	0				
RPS15A	6	2				
RPS16	4	2				
RPS17	17	5				
RPS18	22	4				
RPS19	28	12				
RPS2	10	12				
RPS20	18	0				
RPS21	4	0				
RPS23	20	0				
RPS24	1	0				
RPS25	31	1				
RPS26	1	0				
RPS27	13	0				
RPS27A	9	5				
RPS27L	1	0				
RPS28	6	0				
RPS29	13	0				
RPS3	24	31				
RPS3A	7	2				
RPS4X	3	2				
RPS4Y1	4	0				
RPS5	25	3				
RPS6	68	39				
RPS6KA1	4	0				
RPS6KA2	4	1				
RPS6KA3	2	0				
RPS6KA4	1	0				
RPS6KA5	5	0				
RPS6KA6	0	1				
RPS6KB1	8	0				
RPS6KB2	5	0				
RPS7	13	1				
RPS8	10	0				
RPS9	45	7				
RPS9P2	3	0				
RPSA	38	8		messy		
RPSAP52	1	0				
RPTN	0	1			x	
RPTOR	2	0				
RRAD	3	0				
RRAGA	9	0				
RRAGB	4	0				
RRAGC	1	0				
RRAGD	3	0				
RRAS	3	1			x	
RRAS2	1	0				
RRBP1	1	1				
RREB1	4	1				
RRH	18	0	x			
RRM1	21	0				
RRM2	53	2				
RRM2B	20	0				
RRN3	3	0				
RS1	41	92				
RSAD2	198	55				
RSBN1L	1	0				
RSF1	1	0				
RSKR	3	0				
RSL1D1	1	0				
RSL24D1	0	3				
RSPH1	1	0				
RSPH4A	1	0				
RSPH9	1	0				
RSPO1	2	3				
RSPO2	1	6				
RSPO3	2	2				
RSPO4	1	0				
RSU1	2	0				
RTCA	31	3	x		x	
RTCB	0	12				
RTEL1	31	0				
RTF1	3	0				
RTKN2	4	0				
RTL1	1	0				
RTN1	8	2				
RTN2	4	0				
RTN3	39	0				
RTN3P1	1	0				
RTN4	13	3				
RTN4R	1	0				
RTP1	7	0				
RTP2	1	0				
RTP3	1	0				
RTP4	22	1				
RUBCN	5	1				
RUFY3	0	1				
RUFY4	2	0				
RUNX1	175	20				
RUNX1T1	2	5				
RUNX2	57	92				
RUNX3	42	22				
RUSC2	1	0				
RUVBL1	2	2				
RUVBL2	3	0				
RWDD4P2	2	0				
RXFP1	5	2				
RXFP2	3	3				
RXFP4	3	0				
RXRA	13	18				
RXRB	3	3				
RXRG	1	0				
RYBP	1	0				
RYK	2	2				
RYR1	24	40				
RYR2	17	33				
RYR3	2	10				
S100A1	5	2				
S100A10	45	1				
S100A11	10	1				
S100A12	420	2				
S100A13	6	0				
S100A14	21	0				
S100A16	2	0				
S100A2	18	0				
S100A4	79	10				
S100A5	0	1				
S100A6	31	0				
S100A7	25	0				
S100A7A	3	0				
S100A8	236	28				
S100A9	466	39				
S100B	356	61				
S100G	1	0				
S100P	24	0				
S1PR1	164	14				
S1PR2	58	1				
S1PR3	16	0				
S1PR4	11	0				
S1PR5	40	0				
SAA1	99	8				
SAA2	74	12				
SAA4	16	2				
SAAL1	2	0				
SAC3D1	1	0				
SACM1L	3	0				
SACS	21	256	x	Spastic ataxia of Charlevoix\-Saguenay	x	
SAE1	22	0				
SAFB	13	3				
SAFB2	5	0				
SAG	82	222	x		x	
SALL1	1	12				
SALL4	9	13				
SAMD3	5	2				
SAMD4A	163	0				
SAMD4B	37	0				
SAMD9	103	0				
SAMD9L	97	0				
SAMHD1	556	5				
SAMM50	5	0				
SAMMSON	1	1				
SAMSN1	9	12				
SAP130	4	1				
SAP18	1	1				
SAP30	49	0				
SAR1A	6	1				
SAR1B	3	5				
SARAF	0	12			x	
SARDH	1	1			x	
SARM1	41	15				
SARS1	65	0				
SARS2	229	2				
SART1	6	0				
SART3	6	0				
SASH1	6	1				
SASH3	3	0				
SAT1	97	8				
SAT2	44	3				
SATB1	74	2				
SATB2	64	1				
SAV1	17	0				
SBDS	47	4			x	
SBF1	1	3				
SBF2	1	0				
SBF2-AS1	1	0				
SBK1	1	0				
SBNO2	3	0				
SC5D	1	0				
SCAANT1	3	0				
SCAI	57	42			x	
SCAMP1	2	3				
SCAMP2	1	0				
SCAMP3	2	0				
SCAMP5	2	0				
SCAP	329	43	x	severe community\-acquired pneumonia	x	
SCARA3	7	1				
SCARA5	4	2				
SCARB1	85	9				
SCARB2	228	0				
SCARF1	4	0				
SCARNA13	1	0				
SCARNA2	1	0				
SCARNA7	2	0				
SCAT2	2	0				
SCCPDH	3	0				
SCD	2011	15	x	Sickle Cell Disease	x	
SCD5	1	0				
SCFD1	1	2				
SCG2	4	0				
SCGB1A1	38	27				
SCGB1C1	0	1				
SCGB2A2	1	0				
SCGB3A1	8	0				
SCGB3A2	7	1				
SCGN	1	0				
SCIMP	2	0				
SCIN	5	3			x	
SCLY	0	4				
SCML1	1	0				
SCML2	4	0				
SCN10A	3	2				
SCN11A	5	1				
SCN1A	59	2				
SCN1B	1	1				
SCN2A	10	3				
SCN2B	1	0				
SCN3A	4	0				
SCN4A	13	0				
SCN4B	1	0				
SCN5A	51	3				
SCN8A	1	0				
SCN9A	24	1				
SCNN1A	5	7				
SCNN1B	3	22				
SCNN1D	0	1				
SCNN1G	2	3				
SCO1	7	5				
SCO2	18	137				
SCOC	1	1				
SCP2	8	0				
SCPEP1	1	0				
SCRIB	49	19				
SCRN1	0	1				
SCRN2	1	0				
SCRN3	2	0				
SCT	6774	139		stem cell transplant	x	
SCTR	9	3				
SCUBE1	7	1				
SCUBE2	12	0				
SCX	123	0	x	strong cation exchange		
SCYL1	18	19				
SDAD1	1	0				
SDC1	83	23				
SDC2	3	1				
SDC3	9	0				
SDC4	12	2				
SDCBP	1	0				
SDE2	1	0				
SDF2	28	0				
SDF4	2	0				
SDHA	146	7				
SDHB	39	9				
SDHC	7	2				
SDHD	20	1				
SDK1	1	2				
SDR16C5	1	0				
SDS	5883	670	x	sodium dodecyl sulfate	x	
SDSL	8	0				
SEC13	9	26				
SEC14L1	3	2				
SEC14L2	6	0				
SEC14L3	7	0				
SEC16A	3	190				
SEC16B	2	3				
SEC22A	0	2				
SEC22B	15	9				
SEC23A	1	5				
SEC23B	14	5				
SEC24A	0	3				
SEC24B	1	0				
SEC24C	0	5				
SEC24D	1	9				
SEC31A	4	10				
SEC31B	1	0				
SEC61A1	6	0				
SEC61B	11	1				
SEC61G	10	0				
SEC62	9	37				
SEC63	16	186				
SECISBP2	3	0				
SECTM1	6	0				
SEH1L	1	2				
SEL1L	281	17				
SELE	12	9			x	
SELENBP1	5	0				
SELENOF	6	0				
SELENOM	1	0				
SELENOP	13	0				
SELENOS	2	0				
SELL	21	1023			x	
SELP	35	7				
SELPLG	9	0				
SEM1	0	2				
SEMA3A	2	35				
SEMA3B	4	0				
SEMA3C	2	0				
SEMA3D	1	0				
SEMA3E	0	14				
SEMA3F	2	2				
SEMA3G	4	0				
SEMA4A	38	42				
SEMA4B	1	2				
SEMA4C	1	0				
SEMA4D	0	23				
SEMA4F	1	0				
SEMA4G	2	2				
SEMA5A	5	2				
SEMA5B	1	0				
SEMA6A	9	3				
SEMA6B	10	0				
SEMA6C	0	2				
SEMA6D	1	13				
SEMA7A	44	5				
SEMG1	2	0				
SENCR	0	1				
SENP1	26	2				
SENP2	42	3				
SENP3	11	0				
SENP3-EIF4A1	2	0				
SENP5	7	0				
SENP6	14	0				
SENP7	4	0				
SENP8	23	0				
SEPHS1	3	0				
SEPHS2	1	0				
SEPSECS	4	0				
SEPTIN4	0	6				
SEPTIN7	0	1				
SERAC1	1	0				
SERBP1	3	0				
SERF1A	0	1				
SERINC2	3	0				
SERINC3	18	0				
SERINC5	166	0				
SERP1	1	0				
SERP2	0	4				
SERPINA1	53	6				
SERPINA10	5	0				
SERPINA12	0	2				
SERPINA3	32	1				
SERPINA4	1	0				
SERPINA5	4	3				
SERPINA7	1	0				
SERPINA9	1	0				
SERPINB1	46	9				
SERPINB10	1	0				
SERPINB12	1	0				
SERPINB13	1	0				
SERPINB2	40	1				
SERPINB3	18	4				
SERPINB4	4	4				
SERPINB6	12	2				
SERPINB7	0	3				
SERPINB9	9	3				
SERPINC1	6	5				
SERPIND1	4	3				
SERPINE1	60	123				
SERPINE2	7	5				
SERPINE3	2	0				
SERPINF1	7	1				
SERPINF2	3	4				
SERPING1	37	7				
SERPINH1	21	3				
SERPINI1	3	0				
SERTAD1	1	0				
SERTM1	0	1				
SESN1	1	0				
SESN2	4	0				
SESN3	1	0				
SESTD1	1	0				
SET	277	92690	x		x	
SETBP1	8	0				
SETD1A	79	1				
SETD1B	4	0				
SETD2	2	0				
SETD3	3	0				
SETD5	2	1				
SETD6	6	1				
SETD7	8	0				
SETDB1	4	0				
SETDB2	3	3				
SETX	6	1			x	
SF1	295	24				
SF3A1	2	0				
SF3B1	30	0				
SF3B2	6	8				
SF3B4	2	0				
SF3B5	2	0				
SFI1	0	3				
SFMBT2	1	0				
SFN	139	6	x	Small fiber neuropathy		
SFPQ	95	0				
SFRP1	5	28				
SFRP2	6	7				
SFRP4	24	10				
SFRP5	6	1				
SFTA2	7	0				
SFTA3	2	0				
SFTPA1	103	6				
SFTPA2	97	0				
SFTPB	65	4				
SFTPC	138	29				
SFTPD	126	21				
SFXN1	1	0				
SFXN4	5	0				
SGCA	7	0				
SGCB	1	0				
SGCD	1	0				
SGCE	6	2				
SGCG	6	2				
SGK1	24	3				
SGK2	1	0				
SGK3	2	0				
SGPL1	12	8				
SGPP1	1	0				
SGPP2	1	0				
SGSH	12	1				
SGSM3	10	0				
SGTA	818	59				
SGTB	3	1				
SH2B1	2	0				
SH2B2	2	0				
SH2B3	18	0				
SH2D1A	55	1				
SH2D1B	1	0				
SH3BGR	4	0				
SH3BGRL	1	0				
SH3BGRL2	1	0				
SH3BGRL3	2	0				
SH3BP2	3	1				
SH3BP4	1	0				
SH3GL1	1	0				
SH3GL2	2	0				
SH3GL3	1	1				
SH3GLB1	3	0				
SH3GLB2	0	1				
SH3KBP1	5	0				
SH3PXD2B	1	0				
SH3TC1	3	0				
SH3TC2	20	0				
SHANK1	0	14				
SHANK2	7	5				
SHANK3	19	34				
SHARPIN	10	6				
SHB	9	11				
SHBG	106	0				
SHC1	6	2				
SHC4	1	1				
SHCBP1	5	0				
SHD	147	0	x	structural heart disease		
SHE	89	26906	x		x	
SHF	52	5	x		x	
SHFL	1	0				
SHH	263	179				
SHISA5	3	0				
SHISA7	0	1				
SHLD1	0	1				
SHLD2	0	2				
SHLD3	0	1				
SHMT1	1	1				
SHMT2	4	0				
SHOC2	5	0				
SHOX	23	0				
SHOX2	1	0				
SHPK	0	2				
SHPRH	1	0	x			
SHROOM3	0	18				
SI	2045	468	x		x	
SIAE	100	59				
SIAH1	0	30				
SIDT1	5	3				
SIDT2	13	1				
SIGIRR	35	0				
SIGLEC1	27	2				
SIGLEC10	3	0				
SIGLEC11	16	0				
SIGLEC12	3	0				
SIGLEC14	16	0				
SIGLEC15	2	1				
SIGLEC16	15	0				
SIGLEC5	14	0				
SIGLEC6	3	1				
SIGLEC7	4	0				
SIGLEC8	5	1				
SIGLEC9	2	4				
SIGMAR1	9	5				
SIK1	10	0				
SIK2	6	0				
SIKE1	1	0				
SIL1	7	3				
SIM1	3	13				
SIM2	15	24				
SIN3A	23	39				
SIN3B	3	1				
SIPA1	1	0				
SIPA1L1	1	0				
SIRPA	23	32				
SIRPB1	12	0				
SIRPB2	7	0				
SIRPD	3	0				
SIRPG	6	0				
SIRT1	850	134				
SIRT2	32	4				
SIRT3	163	33				
SIRT4	52	1				
SIRT5	9	4				
SIRT6	53	3				
SIRT7	177	1				
SIT1	10	3				
SIX1	9	21				
SIX2	4	16				
SIX4	0	7				
SIX5	0	1				
SIX6	0	3				
SKA2	0	2				
SKA3	13	1				
SKAP1	2	0				
SKAP2	1	1				
SKI	38	146			x	
SKIL	3	1				
SKIV2L	9	0				
SKP1	63	60				
SKP2	126	45				
SLA	651	11	x			
SLA2	2	0				
SLAMF1	15	8				
SLAMF6	1	0				
SLAMF7	14	1				
SLBP	15	0				
SLC10A1	80	3				
SLC10A2	4	1				
SLC10A4	2	8				
SLC10A7	5	1				
SLC11A1	58	15				
SLC11A2	3	0				
SLC12A1	14	1				
SLC12A2	6	3				
SLC12A3	22	2				
SLC12A4	1	0				
SLC12A5	1	0				
SLC12A6	7	3				
SLC12A7	2	0				
SLC13A3	4	0				
SLC13A5	4	1				
SLC14A1	11	0				
SLC14A2	4	1				
SLC15A1	12	0				
SLC15A2	2	0				
SLC15A4	0	2				
SLC16A1	18	0				
SLC16A10	1	0				
SLC16A13	1	0				
SLC16A3	27	1				
SLC16A4	1	0				
SLC16A7	16	0				
SLC16A8	2	0				
SLC16A9	1	0				
SLC17A1	1	0				
SLC17A4	2	0				
SLC17A5	2	0				
SLC17A6	1	0				
SLC17A7	1	0				
SLC17A8	3	0				
SLC17A9	0	1				
SLC18A1	1	0				
SLC18A2	2	0				
SLC18A3	0	6				
SLC18B1	2	0				
SLC19A1	9	1				
SLC19A2	8	0				
SLC19A3	4	0				
SLC1A1	12	1				
SLC1A2	7	0				
SLC1A3	3	0				
SLC1A4	7	2				
SLC1A5	16	0				
SLC1A6	2	0				
SLC1A7	2	0				
SLC20A1	1	0				
SLC20A2	4	13				
SLC22A1	3	0				
SLC22A10	1	0				
SLC22A11	1	0				
SLC22A12	35	1				
SLC22A13	0	1				
SLC22A16	1	0				
SLC22A17	3	1				
SLC22A18AS	2	0				
SLC22A2	2	1				
SLC22A24	1	0				
SLC22A25	1	0				
SLC22A3	3	4				
SLC22A31	1	0				
SLC22A4	4	0				
SLC22A5	11	0				
SLC22A6	2	0				
SLC22A7	3	1				
SLC22A8	1	0				
SLC24A1	2	0				
SLC24A2	1	0				
SLC24A5	34	0				
SLC25A1	1	0				
SLC25A11	1	0				
SLC25A12	4	0				
SLC25A13	10	0				
SLC25A17	1	0				
SLC25A18	1	0				
SLC25A19	4	1				
SLC25A20	3	0				
SLC25A21	2	0				
SLC25A22	1	1				
SLC25A24	1	0				
SLC25A25	1	0				
SLC25A28	2	0				
SLC25A3	4	1				
SLC25A30	1	0				
SLC25A33	1	0				
SLC25A37	2	0				
SLC25A38	8	0				
SLC25A39	1	0				
SLC25A4	9	0				
SLC25A45	1	0				
SLC25A46	2	0				
SLC25A5	3	1				
SLC25A52	1	0				
SLC25A6	3	0				
SLC26A11	0	1				
SLC26A2	2	1				
SLC26A3	19	1				
SLC26A4	43	21				
SLC26A5	4	1				
SLC26A6	8	4				
SLC26A7	1	1				
SLC26A9	193	24				
SLC27A1	6	0				
SLC27A2	15	0				
SLC27A4	12	1				
SLC27A5	1	0				
SLC27A6	1	0				
SLC28A1	2	0				
SLC28A2	2	1				
SLC28A3	1	0				
SLC29A1	2	0				
SLC29A2	3	0				
SLC29A3	1	0				
SLC29A4	5	0				
SLC2A1	37	1				
SLC2A10	3	0				
SLC2A12	1	0				
SLC2A14	1	0				
SLC2A2	18	0				
SLC2A3	8	0				
SLC2A4	2	1				
SLC2A5	0	2				
SLC2A9	27	0				
SLC30A1	4	0				
SLC30A2	4	0				
SLC30A5	4	0				
SLC30A6	1	0				
SLC30A8	3	0				
SLC31A1	2	0				
SLC31A2	2	0				
SLC32A1	1	0				
SLC34A1	4	3				
SLC34A2	24	1				
SLC35A1	1	0				
SLC35A2	1	0				
SLC35A3	0	1				
SLC35A4	1	1				
SLC35B2	5	0				
SLC35C1	2	1				
SLC35C2	15	0				
SLC35D2	0	1				
SLC35F1	1	1				
SLC35G1	1	0				
SLC35G3	1	0				
SLC35G4	1	0				
SLC35G5	1	0				
SLC36A1	4	0				
SLC36A2	5	0				
SLC37A4	4	0				
SLC38A1	1	1				
SLC38A2	9	1				
SLC38A4	2	1				
SLC38A5	2	0				
SLC38A7	1	0				
SLC38A9	3	0				
SLC39A1	1	0				
SLC39A11	3	0				
SLC39A13	1	0				
SLC39A14	13	0				
SLC39A4	6	0				
SLC39A7	1	0				
SLC39A8	4	0				
SLC3A1	69	0				
SLC3A2	22	3				
SLC40A1	8	2				
SLC41A2	1	0				
SLC43A2	6	0				
SLC43A3	0	1				
SLC44A1	1	0				
SLC44A2	1	0				
SLC44A3	0	5				
SLC44A4	1	0				
SLC45A1	1	0				
SLC45A2	53	0				
SLC45A3	3	0				
SLC46A1	6	2				
SLC46A3	3	0				
SLC47A1	5	0				
SLC47A2	1	0				
SLC4A1	19	1				
SLC4A10	2	7				
SLC4A2	4	0				
SLC4A4	2	0				
SLC4A5	1	0				
SLC4A7	3	0				
SLC4A9	1	0				
SLC51A	4	0				
SLC52A2	6	0				
SLC52A3	3	0				
SLC5A1	36	1				
SLC5A10	1	0				
SLC5A12	1	0				
SLC5A2	6	2				
SLC5A3	1	0				
SLC5A4	1	0				
SLC5A5	2	0				
SLC5A7	1	0				
SLC5A8	1	0				
SLC6A1	3	0				
SLC6A11	5	0				
SLC6A12	2	0				
SLC6A14	15	0				
SLC6A15	2	0				
SLC6A16	1	0				
SLC6A17	1	0				
SLC6A18	9	3				
SLC6A19	91	9				
SLC6A2	4	1				
SLC6A20	7	1				
SLC6A3	4	1				
SLC6A4	15	4				
SLC6A5	10	3				
SLC6A6	2	0				
SLC6A8	17	0				
SLC6A9	10	0				
SLC7A1	12	1				
SLC7A10	2	9				
SLC7A11	19	1				
SLC7A13	3	0				
SLC7A2	2	0				
SLC7A3	5	0				
SLC7A5	18	14				
SLC7A6	3	0				
SLC7A7	35	0				
SLC7A8	5	0				
SLC7A9	32	1				
SLC8A1	10	4				
SLC8A1-AS1	1	0				
SLC8A3	0	1				
SLC9A1	3	4				
SLC9A3	4	1				
SLC9A3R1	5	2				
SLC9A3R2	0	1				
SLC9A4	1	0				
SLC9A6	2	0				
SLC9A8	0	1				
SLC9A9	3	0				
SLC9C2	1	0				
SLCO1A2	10	0				
SLCO1B1	32	0				
SLCO1B3	5	0				
SLCO1B7	1	0				
SLCO1C1	1	0				
SLCO2A1	9	0				
SLCO2B1	11	2				
SLCO4C1	0	2				
SLFN11	25	0				
SLFN12	1	0				
SLFN13	1	0				
SLIRP	1	0				
SLIT2	7	52				
SLIT3	12	0				
SLITRK5	2	0				
SLK	58	0		messy		
SLMAP	1	0				
SLN	759	2	x	sentinel lymph node		
SLPI	434	2				
SLX4	21	0				
SMAD1	20	18				
SMAD2	66	138				
SMAD3	114	349				
SMAD4	161	196				
SMAD5	14	6				
SMAD6	6	26				
SMAD7	61	222				
SMAD9	3	1				
SMAP2	9	0				
SMARCA1	5	0				
SMARCA2	59	0				
SMARCA4	28	1				
SMARCAD1	1	0				
SMARCAL1	20	0				
SMARCB1	21	0				
SMARCC1	2	0				
SMARCC2	1	0				
SMARCE1	8	1				
SMC1A	7	0				
SMC1B	0	13				
SMC2	14	1				
SMC3	11	0				
SMC4	2	0				
SMC5	0	2				
SMC6	0	5				
SMCHD1	8	6				
SMCP	4	0	x			
SMG1	32	0				
SMG5	15	3				
SMG6	38	15				
SMG7	16	3				
SMG8	2	0				
SMG9	4	0				
SMIM1	3	0				
SMIM4	1	0				
SMLR1	1	0				
SMN1	91	0				
SMN2	258	1				
SMO	169	74	x			
SMOC1	2	1				
SMOC2	4	0				
SMOX	6	0				
SMPD1	70	10				
SMPD2	2	2				
SMPD3	2	6				
SMPD4	1	1				
SMPDL3B	1	1				
SMS	1007	248	x		x	
SMTN	2	0				
SMTNL2	0	2				
SMUG1	11	0				
SMURF1	29	26				
SMURF2	13	62				
SMYD1	2	0				
SMYD2	1	8				
SMYD3	10	0				
SNAI1	6	3				
SNAI2	7	2				
SNAP23	9	1				
SNAP25	37	3				
SNAP29	36	0				
SNAP47	1	0				
SNAP91	1	0				
SNAPC4	1	0				
SNAPIN	5	6			x	
SNCA	73	6				
SNCAIP	1	0				
SNCB	0	4				
SNCG	1	0				
SND1	173	0				
SNF8	1	0				
SNHG1	13	0				
SNHG10	1	0				
SNHG17	1	0				
SNHG19	1	0				
SNHG3	9	0				
SNHG5	2	0				
SNHG6	1	0				
SNHG8	5	0				
SNIP1	5	6				
SNN	130	1	x			
SNORA31	1	0				
SNORA38	2	0				
SNORA48	2	0				
SNORA51	1	0				
SNORA59B	1	0				
SNORA60	3	0				
SNORA61	1	0				
SNORA70C	2	0				
SNORA71C	1	0				
SNORA73A	5	0				
SNORA73B	2	0				
SNORA9	1	0				
SNORD104	1	0				
SNORD112	2	0				
SNORD114-1	2	0				
SNORD12	3	0				
SNORD123	2	0				
SNORD12B	2	0				
SNORD12C	1	0				
SNORD15A	0	1				
SNORD24	0	2				
SNORD29	1	0				
SNORD32A	0	1				
SNORD33	2	0				
SNORD3B-2	1	0				
SNORD42A	1	0				
SNORD47	1	0				
SNORD48	2	0				
SNORD61	1	0				
SNORD66	3	0				
SNORD73B	1	0				
SNORD74	2	0				
SNORD76	3	0				
SNORD78	1	0				
SNORD88C	2	0				
SNORD93	1	0				
SNRK	1	0				
SNRNP200	0	1				
SNRPA	1	0				
SNRPA1	1	0				
SNRPB	1	0				
SNRPD1	2	0				
SNRPD2	3	0				
SNRPD3	7	2				
SNRPE	1	2				
SNRPF	2	0				
SNRPG	2	0				
SNRPN	9	8				
SNTA1	5	0				
SNTB1	1	0				
SNTG1	1	0				
SNTG2	1	0				
SNTN	1	0				
SNURF	1	0				
SNW1	6	0				
SNX1	4	0				
SNX10	5	0				
SNX11	2	0				
SNX13	4	0				
SNX14	0	2				
SNX16	7	1				
SNX17	12	0				
SNX19	3	0				
SNX2	5	0				
SNX20	1	0				
SNX24	1	0				
SNX25	4	0				
SNX27	8	0				
SNX3	1	0				
SNX31	1	0				
SNX4	4	0				
SNX5	12	0				
SNX9	4	2				
SOAT1	15	0				
SOCAR	1	0	x			
SOCS1	696	39				
SOCS2	51	4				
SOCS3	736	26				
SOCS4	12	0				
SOCS5	108	0				
SOCS6	22	0				
SOCS7	8	0				
SOD1	398	35				
SOD2	154	15				
SOD3	31	4				
SOGA1	1	0				
SON	146	8470	x		x	
SORBS1	2	0				
SORBS2	2	0				
SORBS3	0	1				
SORCS1	1	0				
SORCS2	2	2				
SORCS3	1	0				
SORD	2	0				
SORL1	15	0				
SORT1	43	51				
SOS1	26	2				
SOS2	12	0				
SOST	8	2				
SOSTDC1	0	2				
SOX1	3	9				
SOX10	30	21				
SOX11	40	3				
SOX12	5	0				
SOX17	15	23				
SOX18	4	17				
SOX2	200	156				
SOX21	0	4				
SOX3	9	0				
SOX4	24	4				
SOX5	12	1				
SOX6	1	2				
SOX7	2	8				
SOX8	1	0				
SOX9	125	35				
SP1	321	413				
SP100	27	68				
SP110	11	1				
SP140	1	0				
SP2	200	80				
SP3	71	102				
SP4	113	14				
SP5	232	48				
SP6	431	47				
SP7	29	48				
SP8	98	31				
SP9	4	19				
SPA17	1	0				
SPAAR	0	2			x	
SPAG16	3	0				
SPAG5	9	0				
SPAG8	1	0				
SPAG9	60	0				
SPAM1	6	0				
SPANXC	1	0				
SPARC	110	12		messy	x	
SPARCL1	12	1				
SPART	0	19			x	
SPATA13	1	2				
SPATA2	4	0				
SPATA22	47	123				
SPATA2L	1	0				
SPATA31A1	1	0				
SPATA48	1	0				
SPATA5L1	0	3				
SPATS2L	7	0				
SPC25	4	0				
SPCS1	8	0				
SPDEF	22	0				
SPDL1	3	0				
SPDYE1	1	0				
SPECC1	3	0				
SPEF2	0	1				
SPEG	3	16				
SPEN	5	35			x	
SPG11	16	0				
SPG21	2	0				
SPG7	4	1				
SPHK1	30	83				
SPHK2	16	54				
SPI1	28	7				
SPIB	4	4			x	
SPIC	4	13				
SPIDR	1	0				
SPINK1	94	3				
SPINK4	2	0				
SPINK5	16	0				
SPINK6	4	0				
SPINT1	1	1				
SPINT2	306	0				
SPIRE1	1	0				
SPIRE2	4	0				
SPN	429	205	x	solitary pulmonary nodule; Streptococcus pneumoniae	x	
SPNS1	1	0				
SPNS2	7	13				
SPO11	1	5				
SPOCK1	3	0				
SPOCK2	0	1				
SPON2	0	5				
SPOP	11	0				
SPOPL	3	0				
SPP1	147	30				
SPPL2A	1	2				
SPPL2B	1	1				
SPPL3	5	0				
SPR	2979	28	x	surface plasmon resonance; seroprevalence rate	x	
SPRED1	0	11				
SPRED2	3	1				
SPRED3	1	0				
SPRN	2	0	x			
SPRR2A	14	1				
SPRR2D	1	0				
SPRR2E	1	0				
SPRR2F	1	0				
SPRTN	5	0				
SPRY1	4	39				
SPRY2	5	2				
SPRY4	4	1				
SPRY4-IT1	7	0				
SPTA1	4	0				
SPTAN1	2	0				
SPTB	64	80	x	SpontaneousPreterm Birth	x	
SPTBN1	3	0				
SPTLC1	15	0				
SPTLC2	11	0				
SPTLC3	4	0				
SPTSSA	3	0				
SPX	38	18	x			
SPZ1	3	0				
SQLE	13	0				
SQSTM1	160	5				
SRA1	11	0				
SRBD1	11	0				
SRC	357	1842		messy		
SRCAP	6	0				
SRD5A1	9	3				
SRD5A2	7	0				
SRD5A3	3	0				
SREBF1	6	6				
SREBF2	7	3				
SRF	253	12				
SRFBP1	156	0				
SRGAP1	3	0				
SRGAP2	3	1				
SRGAP3	2	0				
SRGN	13	0				
SRI	303	1487	x		x	
SRL	299	180	x		x	
SRM	309	12	x		x	
SRMS	4	33	x		x	
SRP14	7	0				
SRP19	10	0				
SRP54	15	0				
SRP68	7	0				
SRP72	5	0				
SRP9	11	1				
SRPK1	98	0				
SRPK2	19	0				
SRPK3	1	0				
SRPRB	1	0				
SRR	62	65	x			
SRRM1	2	0				
SRRM2	8	0				
SRRM3	1	0				
SRRT	24	0	x			
SRSF1	24	0				
SRSF10	4	0				
SRSF2	23	5				
SRSF3	47	0				
SRSF4	2	0				
SRSF5	13	1				
SRSF6	10	0				
SRSF7	259	0				
SRSF9	4	0				
SRXN1	0	2				
SRY	177	19				
SS18	3	15				
SSB	264	18	x			
SSBP1	1	0				
SSC4D	1	0				
SSC5D	1	5				
SSH1	3	0				
SSH2	1	0				
SSH3	1	0				
SSR1	5	0				
SSR2	3	1				
SSR3	2	0				
SSR4	5	0				
SSRP1	20	0				
SST	468	36	x		x	
SSTR1	23	0				
SSTR2	106	8				
SSTR3	12	2				
SSTR4	8	0				
SSTR5	27	0				
SSX1	5	0				
SSX2	19	0				
SSX3	3	0				
SSX4	2	0				
SSX5	1	0				
ST13	9	0				
ST14	44	0				
ST18	14	0				
ST20	10	2				
ST3GAL1	23	6				
ST3GAL2	1	0				
ST3GAL3	3	3				
ST3GAL4	20	3				
ST3GAL5	4	1				
ST6GAL1	70	26				
ST6GAL2	0	1				
ST6GALNAC1	3	0				
ST6GALNAC3	1	0				
ST6GALNAC5	0	2				
ST7	19	0				
ST7L	1	0				
ST8SIA1	7	15				
ST8SIA2	1	1				
ST8SIA3	0	2				
ST8SIA4	1	1				
ST8SIA5	0	1				
ST8SIA6	2	0				
